0.0000	22.639
0.0050	19.180
0.0100	21.893
0.0150	27.580
0.0200	23.417
0.0250	4.038
0.0300	-17.473
0.0350	-22.707
0.0400	-9.328
0.0450	7.882
0.0500	15.981
0.0550	15.139
0.0600	9.742
0.0650	-1.321
0.0700	-18.254
0.0750	-31.592
0.0800	-31.694
0.0850	-26.034
0.0900	-35.140
0.0950	-66.053
0.1000	-98.101
0.1050	-103.371
0.1100	-77.019
0.1150	-37.496
0.1200	1.925
0.1250	48.383
0.1300	107.903
0.1350	157.876
0.1400	158.813
0.1450	100.939
0.1500	29.537
0.1550	9.036
0.1600	56.136
0.1650	114.148
0.1700	102.750
0.1750	-1.277
0.1800	-132.794
0.1850	-192.343
0.1900	-138.734
0.1950	-31.043
0.2000	26.004
0.2050	-14.939
0.2100	-96.634
0.2150	-119.322
0.2200	-49.180
0.2250	45.204
0.2300	68.316
0.2350	-2.759
0.2400	-105.657
0.2450	-167.724
0.2500	-168.892
0.2550	-127.401
0.2600	-53.820
0.2650	51.048
0.2700	160.843
0.2750	220.920
0.2800	198.854
0.2850	124.055
0.2900	60.669
0.2950	46.046
0.3000	67.387
0.3050	90.512
0.3100	90.675
0.3150	54.098
0.3200	-24.832
0.3250	-127.685
0.3300	-205.270
0.3350	-213.008
0.3400	-158.870
0.3450	-100.040
0.3500	-83.590
0.3550	-102.841
0.3600	-120.800
0.3650	-120.107
0.3700	-107.928
0.3750	-79.525
0.3800	-10.119
0.3850	100.657
0.3900	196.298
0.3950	202.403
0.4000	99.794
0.4050	-53.777
0.4100	-172.966
0.4150	-204.759
0.4200	-148.609
0.4250	-46.432
0.4300	36.836
0.4350	48.196
0.4400	-9.837
0.4450	-74.801
0.4500	-83.779
0.4550	-37.146
0.4600	13.712
0.4650	39.040
0.4700	63.761
0.4750	116.309
0.4800	169.745
0.4850	163.775
0.4900	81.436
0.4950	-23.668
0.5000	-87.863
0.5050	-109.625
0.5100	-145.956
0.5150	-240.582
0.5200	-368.437
0.5250	-455.246
0.5300	-446.270
0.5350	-350.900
0.5400	-223.883
0.5450	-112.116
0.5500	-25.211
0.5550	51.708
0.5600	133.708
0.5650	228.552
0.5700	335.799
0.5750	436.600
0.5800	492.112
0.5850	473.299
0.5900	396.965
0.5950	318.052
0.6000	278.589
0.6050	270.590
0.6100	248.767
0.6150	166.693
0.6200	1.720
0.6250	-228.368
0.6300	-453.423
0.6350	-574.961
0.6400	-536.186
0.6450	-374.962
0.6500	-192.350
0.6550	-68.134
0.6600	-18.960
0.6650	-26.127
0.6700	-66.473
0.6750	-105.356
0.6800	-97.597
0.6850	-32.071
0.6900	38.011
0.6950	45.798
0.7000	-3.898
0.7050	-26.144
0.7100	55.673
0.7150	226.792
0.7200	392.565
0.7250	458.979
0.7300	397.323
0.7350	249.942
0.7400	92.512
0.7450	-15.033
0.7500	-58.377
0.7550	-58.048
0.7600	-32.245
0.7650	18.381
0.7700	83.756
0.7750	121.493
0.7800	87.721
0.7850	-9.303
0.7900	-108.713
0.7950	-159.186
0.8000	-165.902
0.8050	-167.495
0.8100	-184.868
0.8150	-208.771
0.8200	-220.806
0.8250	-199.628
0.8300	-117.129
0.8350	29.253
0.8400	168.612
0.8450	186.062
0.8500	47.562
0.8550	-119.067
0.8600	-125.179
0.8650	74.022
0.8700	314.096
0.8750	397.601
0.8800	313.177
0.8850	229.981
0.8900	275.584
0.8950	378.234
0.9000	364.824
0.9050	175.947
0.9100	-75.191
0.9150	-247.132
0.9200	-304.634
0.9250	-283.485
0.9300	-187.545
0.9350	1.194
0.9400	223.813
0.9450	344.451
0.9500	294.972
0.9550	168.877
0.9600	105.958
0.9650	104.563
0.9700	26.588
0.9750	-190.147
0.9800	-395.379
0.9850	-368.622
0.9900	-77.581
0.9950	265.437
1.0000	411.851
1.0050	297.585
1.0100	48.726
1.0150	-173.511
1.0200	-288.727
1.0250	-295.324
1.0300	-227.301
1.0350	-133.407
1.0400	-55.209
1.0450	10.666
1.0500	112.799
1.0550	274.006
1.0600	419.903
1.0650	410.401
1.0700	170.128
1.0750	-209.719
1.0800	-513.874
1.0850	-563.906
1.0900	-354.106
1.0950	-42.589
1.1000	184.226
1.1050	244.787
1.1100	184.720
1.1150	96.931
1.1200	33.390
1.1250	-18.801
1.1300	-102.190
1.1350	-239.011
1.1400	-398.753
1.1450	-497.808
1.1500	-441.397
1.1550	-194.570
1.1600	169.376
1.1650	495.130
1.1700	636.648
1.1750	541.787
1.1800	268.527
1.1850	-62.266
1.1900	-328.409
1.1950	-448.972
1.2000	-407.029
1.2050	-254.906
1.2100	-89.500
1.2150	3.170
1.2200	0.706
1.2250	-50.601
1.2300	-84.511
1.2350	-72.542
1.2400	-39.763
1.2450	-30.579
1.2500	-61.484
1.2550	-103.640
1.2600	-107.220
1.2650	-43.771
1.2700	69.467
1.2750	180.006
1.2800	229.631
1.2850	178.481
1.2900	20.856
1.2950	-197.484
1.3000	-377.600
1.3050	-417.112
1.3100	-296.073
1.3150	-110.189
1.3200	9.559
1.3250	18.523
1.3300	-17.526
1.3350	-20.116
1.3400	11.905
1.3450	28.676
1.3500	15.109
1.3550	9.678
1.3600	44.402
1.3650	105.776
1.3700	163.582
1.3750	204.573
1.3800	220.246
1.3850	191.237
1.3900	114.841
1.3950	34.294
1.4000	9.642
1.4050	58.419
1.4100	144.207
1.4150	218.984
1.4200	253.259
1.4250	224.839
1.4300	109.400
1.4350	-99.289
1.4400	-368.649
1.4450	-633.666
1.4500	-813.696
1.4550	-828.722
1.4600	-638.900
1.4650	-298.227
1.4700	50.499
1.4750	273.311
1.4800	346.680
1.4850	347.643
1.4900	353.010
1.4950	376.945
1.5000	401.159
1.5050	418.756
1.5100	423.718
1.5150	392.995
1.5200	319.857
1.5250	250.807
1.5300	249.427
1.5350	322.414
1.5400	410.723
1.5450	451.200
1.5500	413.230
1.5550	277.970
1.5600	40.728
1.5650	-231.788
1.5700	-395.714
1.5750	-351.583
1.5800	-172.921
1.5850	-58.682
1.5900	-134.535
1.5950	-330.445
1.6000	-470.449
1.6050	-451.249
1.6100	-308.088
1.6150	-139.798
1.6200	-19.091
1.6250	28.757
1.6300	13.565
1.6350	-20.678
1.6400	-4.822
1.6450	110.087
1.6500	300.129
1.6550	464.840
1.6600	489.426
1.6650	334.856
1.6700	89.163
1.6750	-75.293
1.6800	-28.100
1.6850	208.131
1.6900	472.453
1.6950	601.010
1.7000	549.478
1.7050	388.334
1.7100	205.175
1.7150	36.637
1.7200	-118.987
1.7250	-267.755
1.7300	-423.404
1.7350	-619.972
1.7400	-878.788
1.7450	-1146.709
1.7500	-1289.978
1.7550	-1185.029
1.7600	-834.980
1.7650	-389.265
1.7700	-28.157
1.7750	183.144
1.7800	324.450
1.7850	510.241
1.7900	764.711
1.7950	1006.945
1.8000	1129.297
1.8050	1065.360
1.8100	808.649
1.8150	422.706
1.8200	44.665
1.8250	-178.367
1.8300	-207.067
1.8350	-147.093
1.8400	-129.984
1.8450	-168.682
1.8500	-170.381
1.8550	-77.314
1.8600	66.681
1.8650	196.934
1.8700	300.513
1.8750	359.119
1.8800	280.309
1.8850	-20.031
1.8900	-465.306
1.8950	-828.518
1.9000	-936.869
1.9050	-829.878
1.9100	-684.935
1.9150	-621.696
1.9200	-615.809
1.9250	-573.589
1.9300	-436.121
1.9350	-216.202
1.9400	12.978
1.9450	151.853
1.9500	141.821
1.9550	30.108
1.9600	-55.468
