0.0000	-5.061
0.0050	-5.871
0.0100	-4.678
0.0150	-2.477
0.0200	-3.408
0.0250	-3.696
0.0300	-3.922
0.0350	-4.036
0.0400	-3.984
0.0450	-3.747
0.0500	-3.353
0.0550	-2.868
0.0600	-2.350
0.0650	-1.802
0.0700	-1.252
0.0750	-0.777
0.0800	-0.412
0.0850	-0.095
0.0900	0.248
0.0950	0.628
0.1000	1.018
0.1050	1.445
0.1100	1.952
0.1150	2.514
0.1200	3.098
0.1250	3.663
0.1300	4.101
0.1350	4.346
0.1400	4.404
0.1450	4.302
0.1500	4.010
0.1550	3.554
0.1600	2.985
0.1650	2.383
0.1700	1.854
0.1750	1.478
0.1800	1.288
0.1850	1.266
0.1900	1.394
0.1950	1.646
0.2000	1.963
0.2050	2.237
0.2100	2.368
0.2150	2.306
0.2200	2.087
0.2250	1.715
0.2300	1.237
0.2350	0.792
0.2400	0.478
0.2450	0.281
0.2500	0.102
0.2550	-0.073
0.2600	-0.117
0.2650	0.055
0.2700	0.361
0.2750	0.701
0.2800	1.065
0.2850	1.540
0.2900	2.175
0.2950	2.879
0.3000	3.528
0.3050	3.937
0.3100	3.813
0.3150	3.028
0.3200	1.693
0.3250	-0.106
0.3300	-2.215
0.3350	-4.200
0.3400	-5.630
0.3450	-6.542
0.3500	-7.385
0.3550	-8.454
0.3600	-9.702
0.3650	-10.928
0.3700	-11.982
0.3750	-12.931
0.3800	-14.062
0.3850	-15.547
0.3900	-17.200
0.3950	-18.817
0.4000	-20.375
0.4050	-21.695
0.4100	-22.484
0.4150	-22.666
0.4200	-22.520
0.4250	-22.330
0.4300	-22.079
0.4350	-21.560
0.4400	-20.634
0.4450	-19.313
0.4500	-17.561
0.4550	-15.401
0.4600	-13.292
0.4650	-11.639
0.4700	-10.206
0.4750	-8.680
0.4800	-7.192
0.4850	-6.028
0.4900	-5.316
0.4950	-5.134
0.5000	-5.539
0.5050	-6.590
0.5100	-8.585
0.5150	-11.639
0.5200	-15.237
0.5250	-18.937
0.5300	-22.673
0.5350	-26.384
0.5400	-29.398
0.5450	-30.711
0.5500	-30.168
0.5550	-28.544
0.5600	-26.464
0.5650	-23.731
0.5700	-19.999
0.5750	-15.606
0.5800	-11.231
0.5850	-6.929
0.5900	-2.430
0.5950	2.175
0.6000	6.736
0.6050	11.129
0.6100	14.953
0.6150	17.576
0.6200	18.328
0.6250	16.865
0.6300	13.643
0.6350	9.622
0.6400	5.802
0.6450	2.561
0.6500	-0.387
0.6550	-2.926
0.6600	-4.306
0.6650	-4.098
0.6700	-2.518
0.6750	-0.077
0.6800	2.642
0.6850	5.258
0.6900	7.575
0.6950	9.443
0.7000	10.811
0.7050	11.683
0.7100	12.059
0.7150	11.964
0.7200	11.402
0.7250	10.527
0.7300	9.720
0.7350	9.290
0.7400	9.308
0.7450	9.651
0.7500	10.100
0.7550	10.789
0.7600	12.588
0.7650	16.602
0.7700	23.363
0.7750	32.200
0.7800	41.348
0.7850	49.050
0.7900	53.855
0.7950	54.786
0.8000	51.987
0.8050	46.609
0.8100	39.826
0.8150	32.124
0.8200	23.987
0.8250	15.832
0.8300	7.538
0.8350	-0.339
0.8400	-6.050
0.8450	-7.834
0.8500	-5.145
0.8550	0.624
0.8600	6.798
0.8650	11.515
0.8700	14.631
0.8750	16.211
0.8800	15.814
0.8850	14.084
0.8900	12.223
0.8950	9.655
0.9000	4.919
0.9050	-2.342
0.9100	-11.537
0.9150	-21.276
0.9200	-29.909
0.9250	-36.987
0.9300	-42.782
0.9350	-46.930
0.9400	-48.660
0.9450	-46.857
0.9500	-40.592
0.9550	-30.759
0.9600	-19.258
0.9650	-7.856
